"log_dt","shop_no","position","clk_cnt"
"2018-04-04","574777","3","1"
"2018-04-06","731319","0","3"
"2018-04-06","738822","2","1"
"2018-04-07","678664","0","1"
"2018-04-03","670993","4","1"
"2018-04-07","567009","2","1"
"2018-04-02","743188","2","1"
"2018-04-06","685310","4","3"
"2018-04-06","729553","1","1"
"2018-04-04","665078","4","1"
"2018-04-07","610918","4","1"
"2018-04-07","729020","2","1"
"2018-04-06","684042","0","1"
"2018-04-05","599694","3","1"
"2018-04-02","742345","0","1"
"2018-04-07","607337","2","1"
"2018-04-07","732393","2","1"
"2018-04-03","700973","4","1"
"2018-04-02","743165","3","1"
"2018-04-03","707671","0","1"
"2018-04-06","723038","1","1"
"2018-04-02","703196","0","1"
"2018-04-07","722575","2","1"
"2018-04-02","693672","0","1"
"2018-04-06","729609","1","1"
"2018-04-01","694101","0","2"
"2018-04-05","709162","2","1"
"2018-04-06","579329","3","1"
"2018-04-05","609418","4","1"
"2018-04-01","708897","2","1"
"2018-04-05","597944","1","1"
"2018-04-03","618446","4","1"
"2018-04-07","726160","4","1"
"2018-04-05","747730","4","1"
"2018-04-03","677191","4","1"
"2018-04-01","733673","4","4"
"2018-04-01","648220","1","6"
"2018-04-01","733617","0","1"
"2018-04-01","721322","4","2"
"2018-04-01","702750","1","1"
"2018-04-01","693672","0","2"
"2018-04-02","703259","4","4"
"2018-04-02","739289","3","3"
"2018-04-02","742600","2","3"
"2018-04-02","664441","2","1"
"2018-04-03","739272","2","3"
"2018-04-03","716832","0","2"
"2018-04-04","721874","4","1"
"2018-04-04","637916","4","2"
"2018-04-04","701701","3","1"
"2018-04-05","731624","1","2"
"2018-04-05","708174","0","3"
"2018-04-05","655522","0","2"
"2018-04-05","712853","3","2"
"2018-04-05","688499","4","1"
"2018-04-05","710906","0","3"
"2018-04-06","732828","2","2"
"2018-04-06","726778","0","2"
"2018-04-06","743222","0","3"
"2018-04-06","693672","1","4"
"2018-04-06","727384","2","5"
"2018-04-07","720858","1","3"
"2018-04-07","690827","3","1"
"2018-04-07","710867","0","3"
"2018-04-07","749213","1","1"
"2018-04-07","740015","4","2"
"2018-04-07","725092","2","5"
"2018-04-07","734835","0","3"
"2018-04-06","729516","0","2"
"2018-04-01","703147","0","1"
"2018-04-01","737183","1","2"
"2018-04-01","731863","0","1"
"2018-04-02","702151","1","4"
"2018-04-01","733166","4","5"
"2018-04-01","735915","1","4"
"2018-04-01","592176","3","1"
"2018-04-01","720145","4","1"
"2018-04-01","739714","3","1"
"2018-04-01","745564","3","4"
"2018-04-02","743130","1","1"
"2018-04-01","680082","2","3"
"2018-04-02","571280","3","1"
"2018-04-02","700722","0","2"
"2018-04-02","625789","3","1"
"2018-04-02","646292","1","1"
"2018-04-02","744108","4","2"
"2018-04-02","738085","1","3"
"2018-04-02","726479","3","3"
"2018-04-03","618161","0","2"
"2018-04-03","732132","3","1"
"2018-04-03","612470","0","2"
"2018-04-04","742345","1","1"
"2018-04-04","694360","4","1"
"2018-04-02","750726","2","1"
"2018-04-03","669093","4","1"
"2018-04-05","750147","4","2"
"2018-04-03","708785","1","1"
"2018-04-05","747728","0","4"
"2018-04-03","747351","2","2"
"2018-04-01","657574","1","1"
"2018-04-01","734138","4","1"
"2018-04-05","675234","0","3"
"2018-04-01","658588","4","1"
"2018-04-03","718879","1","1"
"2018-04-01","703245","4","1"
"2018-04-01","731429","2","1"
"2018-04-03","732895","4","2"
"2018-04-04","692485","0","3"
"2018-04-06","608667","1","1"
"2018-04-06","689277","2","1"
"2018-04-06","612024","2","1"
"2018-04-06","721941","4","3"
"2018-04-06","738920","1","2"
"2018-04-04","642160","1","1"
"2018-04-01","733160","3","1"
"2018-04-04","751105","3","1"
"2018-04-02","715820","0","2"
"2018-04-05","626764","2","3"
"2018-04-02","670606","2","1"
"2018-04-02","740069","2","1"
"2018-04-05","717609","1","2"
"2018-04-02","685211","4","1"
"2018-04-05","664446","2","1"
"2018-04-02","639103","3","2"
"2018-04-02","746001","1","1"
"2018-04-07","618099","2","1"
"2018-04-02","36235","4","1"
"2018-04-06","685559","4","1"
"2018-04-06","687251","0","4"
"2018-04-06","685755","0","2"
"2018-04-06","617958","2","1"
"2018-04-03","616284","0","2"
"2018-04-07","737652","3","1"
"2018-04-03","618446","3","2"
"2018-04-07","718802","3","3"
"2018-04-06","750135","3","2"
"2018-04-06","724330","0","2"
"2018-04-07","746554","4","4"
"2018-04-07","705489","0","1"
"2018-04-03","741212","1","1"
"2018-04-04","677561","1","1"
"2018-04-06","685385","0","2"
"2018-04-04","653176","0","3"
"2018-04-02","671092","0","2"
"2018-04-07","690519","2","2"
"2018-04-07","612648","0","1"
"2018-04-07","713026","3","1"
"2018-04-07","746059","0","8"
"2018-04-04","623925","1","1"
"2018-04-07","747882","2","3"
"2018-04-05","730132","0","1"
"2018-04-07","733860","0","1"
"2018-04-07","628617","1","1"
"2018-04-07","731383","1","1"
"2018-04-05","618091","3","1"
"2018-04-05","712594","0","1"
"2018-04-05","649905","4","1"
"2018-04-01","716178","4","1"
"2018-04-02","734138","3","1"
"2018-04-07","708174","0","1"
"2018-04-07","731957","3","1"
"2018-04-05","642586","4","1"
"2018-04-05","714539","3","1"
"2018-04-05","742965","2","1"
"2018-04-05","742801","3","1"
"2018-04-03","656402","1","1"
"2018-04-06","608327","3","1"
"2018-04-06","716924","3","2"
"2018-04-04","734946","0","1"
"2018-04-06","727205","4","1"
"2018-04-02","713027","0","2"
"2018-04-03","677448","3","1"
"2018-04-07","721462","1","1"
"2018-04-05","643340","4","1"
"2018-04-05","724910","2","1"
"2018-04-06","669593","3","1"
"2018-04-01","712952","4","1"
"2018-04-04","706189","3","1"
"2018-04-07","620065","3","1"
"2018-04-06","581961","1","1"
"2018-04-02","604514","2","1"
"2018-04-01","644147","0","1"
"2018-04-02","739474","0","2"
"2018-04-06","701701","1","1"
"2018-04-03","664216","0","1"
"2018-04-05","609418","3","1"
"2018-04-07","702752","1","1"
"2018-04-02","744128","2","1"
"2018-04-04","742330","0","1"
"2018-04-01","582244","4","1"
"2018-04-07","745768","3","1"
"2018-04-01","733573","1","7"
"2018-04-01","709168","4","2"
"2018-04-01","680082","0","2"
"2018-04-01","707671","0","5"
"2018-04-01","681682","3","2"
"2018-04-01","733166","2","3"
"2018-04-01","743235","4","2"
"2018-04-01","725878","0","2"
"2018-04-02","723160","0","4"
"2018-04-03","719376","2","3"
"2018-04-03","629142","2","1"
"2018-04-01","737515","0","3"
"2018-04-03","736134","2","1"
"2018-04-03","641992","1","2"
"2018-04-03","722964","0","3"
"2018-04-04","693407","4","3"
"2018-04-04","646751","3","1"
"2018-04-05","738376","1","3"
"2018-04-01","607240","3","3"
"2018-04-01","733551","1","2"
"2018-04-05","695755","4","4"
"2018-04-06","646903","4","2"
"2018-04-07","751528","4","5"
"2018-04-07","692094","0","1"
"2018-04-07","733707","3","2"
"2018-04-07","738337","0","3"
"2018-04-01","734885","4","1"
"2018-04-07","749022","1","4"
"2018-04-01","677753","4","2"
"2018-04-07","687254","2","1"
"2018-04-07","648441","3","2"
"2018-04-03","712405","2","1"
"2018-04-03","622561","0","2"
"2018-04-07","729577","2","2"
"2018-04-07","741858","2","2"
"2018-04-02","729020","1","4"
"2018-04-07","715425","3","1"
"2018-04-07","739472","4","2"
"2018-04-02","741447","1","1"
"2018-04-01","677265","1","6"
"2018-04-04","711888","1","2"
"2018-04-03","727367","2","1"
"2018-04-03","668146","1","2"
"2018-04-04","703245","4","4"
"2018-04-02","616555","0","2"
"2018-04-02","728793","3","1"
"2018-04-01","715507","3","2"
"2018-04-03","732317","1","4"
"2018-04-03","744987","3","1"
"2018-04-03","648351","4","1"
"2018-04-04","749564","1","1"
"2018-04-04","740839","2","1"
"2018-04-04","733850","2","1"
"2018-04-04","678664","3","1"
"2018-04-01","644299","1","2"
"2018-04-01","731940","3","1"
"2018-04-01","701575","2","1"
"2018-04-04","726113","4","1"
"2018-04-05","727854","2","3"
"2018-04-05","615744","2","1"
"2018-04-01","730605","3","2"
"2018-04-06","582244","0","1"
"2018-04-06","718469","0","1"
"2018-04-06","704098","1","4"
"2018-04-02","750143","0","9"
"2018-04-02","742726","3","1"
"2018-04-06","737563","3","2"
"2018-04-06","749033","2","1"
"2018-04-03","736008","3","2"
"2018-04-06","700904","1","1"
"2018-04-06","682916","3","1"
"2018-04-06","715372","1","2"
"2018-04-03","743691","1","1"
"2018-04-06","730369","4","1"
"2018-04-06","575245","4","1"
"2018-04-06","632803","3","1"
"2018-04-03","733868","0","1"
"2018-04-07","721594","1","3"
"2018-04-07","745516","3","1"
"2018-04-07","728542","0","2"
"2018-04-07","578369","0","2"
"2018-04-04","726510","0","2"
"2018-04-04","734162","0","1"
"2018-04-05","742330","1","2"
"2018-04-05","612258","1","1"
"2018-04-05","738954","3","1"
"2018-04-05","688198","2","2"
"2018-04-07","655777","1","2"
"2018-04-05","692490","2","1"
"2018-04-05","677843","3","2"
"2018-04-04","688210","2","1"
"2018-04-06","737557","3","2"
"2018-04-06","723462","2","2"
"2018-04-02","744614","2","1"
"2018-04-01","740073","2","2"
"2018-04-03","661408","1","1"
"2018-04-06","734946","4","1"
"2018-04-01","746813","3","3"
"2018-04-06","634770","3","2"
"2018-04-07","742726","1","3"
"2018-04-07","733467","4","1"
"2018-04-07","639682","3","1"
"2018-04-07","728875","4","2"
"2018-04-01","612648","1","1"
"2018-04-02","733054","2","1"
"2018-04-03","738085","3","1"
"2018-04-02","702594","1","1"
"2018-04-02","742233","0","1"
"2018-04-07","610421","0","1"
"2018-04-03","682033","3","1"
"2018-04-03","736957","0","1"
"2018-04-04","650490","2","5"
"2018-04-04","749981","1","1"
"2018-04-03","724486","2","1"
"2018-04-04","730975","4","1"
"2018-04-04","594529","3","2"
"2018-04-04","724608","3","1"
"2018-04-02","728564","2","1"
"2018-04-06","738938","2","2"
"2018-04-04","743821","2","2"
"2018-04-04","726160","1","1"
"2018-04-04","727228","3","1"
"2018-04-05","618161","0","1"
"2018-04-05","731841","1","1"
"2018-04-02","729849","2","1"
"2018-04-06","729014","4","1"
"2018-04-05","703196","3","1"
"2018-04-05","742898","2","1"
"2018-04-07","697848","3","1"
"2018-04-05","680206","0","1"
"2018-04-07","742429","4","1"
"2018-04-06","612439","2","1"
"2018-04-06","713863","2","1"
"2018-04-06","747882","1","1"
"2018-04-06","624096","3","1"
"2018-04-06","716175","1","1"
"2018-04-07","719376","1","1"
"2018-04-07","682351","4","1"
"2018-04-07","728793","1","1"
"2018-04-07","708975","1","1"
"2018-04-01","722730","4","1"
"2018-04-01","707404","4","1"
"2018-04-07","737614","2","1"
"2018-04-03","703359","4","1"
"2018-04-06","702900","0","1"
"2018-04-01","712511","3","2"
"2018-04-01","644145","4","5"
"2018-04-01","743883","2","4"
"2018-04-01","742406","1","2"
"2018-04-02","685057","1","1"
"2018-04-02","741103","0","1"
"2018-04-02","675472","3","2"
"2018-04-02","744589","1","3"
"2018-04-03","684027","2","1"
"2018-04-03","677265","1","2"
"2018-04-03","686396","0","2"
"2018-04-04","736483","0","3"
"2018-04-04","730400","2","1"
"2018-04-04","686694","1","3"
"2018-04-04","586227","1","1"
"2018-04-04","743821","4","1"
"2018-04-04","743534","3","1"
"2018-04-04","738935","4","2"
"2018-04-04","702602","2","2"
"2018-04-04","737183","0","8"
"2018-04-04","677843","3","3"
"2018-04-05","624859","1","1"
"2018-04-05","648102","0","1"
"2018-04-05","717609","0","5"
"2018-04-05","739472","0","1"
"2018-04-05","670469","2","3"
"2018-04-05","724484","4","3"
"2018-04-05","724484","1","1"
"2018-04-05","686242","0","1"
"2018-04-05","670606","0","1"
"2018-04-06","732895","2","2"
"2018-04-06","727140","3","1"
"2018-04-06","753410","0","1"
"2018-04-06","719259","3","1"
"2018-04-06","719368","0","1"
"2018-04-07","727119","1","2"
"2018-04-07","715402","0","7"
"2018-04-07","686281","2","1"
"2018-04-07","740549","4","2"
"2018-04-07","670643","0","1"
"2018-04-07","734241","0","3"
"2018-04-07","705903","2","1"
"2018-04-07","689277","4","4"
"2018-04-07","740889","4","2"
"2018-04-05","673871","1","5"
"2018-04-01","703359","4","2"
"2018-04-01","641992","0","4"
"2018-04-02","615738","0","1"
"2018-04-06","740089","4","1"
"2018-04-06","715425","1","1"
"2018-04-06","736008","2","2"
"2018-04-06","675548","2","1"
"2018-04-07","695313","4","1"
"2018-04-03","706214","4","2"
"2018-04-07","687753","3","4"
"2018-04-03","730977","0","4"
"2018-04-06","735581","0","4"
"2018-04-05","712952","4","1"
"2018-04-02","739457","1","3"
"2018-04-03","715557","4","3"
"2018-04-01","732828","0","2"
"2018-04-06","707671","1","4"
"2018-04-05","726859","2","1"
"2018-04-04","721226","4","3"
"2018-04-01","692487","2","1"
"2018-04-03","666907","0","2"
"2018-04-01","742603","3","1"
"2018-04-01","725989","3","1"
"2018-04-06","731169","4","2"
"2018-04-03","741968","0","2"
"2018-04-02","664440","0","2"
"2018-04-03","640263","0","1"
"2018-04-02","724128","0","1"
"2018-04-03","645995","1","1"
"2018-04-04","615727","0","3"
"2018-04-05","656392","4","1"
"2018-04-05","718527","1","1"
"2018-04-05","734822","0","1"
"2018-04-05","751930","1","1"
"2018-04-05","745834","0","1"
"2018-04-06","705897","0","1"
"2018-04-06","744987","1","2"
"2018-04-07","594404","2","2"
"2018-04-07","610783","4","1"
"2018-04-07","745410","4","2"
"2018-04-04","685309","1","2"
"2018-04-07","689172","2","1"
"2018-04-01","701698","4","1"
"2018-04-01","742801","2","1"
"2018-04-02","739720","0","1"
"2018-04-01","708785","1","3"
"2018-04-03","703119","4","1"
"2018-04-05","706427","1","1"
"2018-04-02","621327","4","1"
"2018-04-06","686688","1","1"
"2018-04-04","728831","0","2"
"2018-04-01","732828","1","2"
"2018-04-01","711968","0","2"
"2018-04-02","736721","3","1"
"2018-04-02","733427","2","1"
"2018-04-03","706937","3","2"
"2018-04-03","722655","3","1"
"2018-04-04","621029","2","1"
"2018-04-04","708454","3","1"
"2018-04-04","733099","3","1"
"2018-04-04","687017","3","1"
"2018-04-05","715954","4","1"
"2018-04-05","722916","1","1"
"2018-04-05","750895","2","1"
"2018-04-06","717141","1","1"
"2018-04-06","740852","3","1"
"2018-04-06","708323","4","1"
"2018-04-06","729612","0","5"
"2018-04-07","624718","3","1"
"2018-04-07","707112","1","3"
"2018-04-03","729691","2","1"
"2018-04-02","655777","4","1"
"2018-04-06","747756","1","1"
"2018-04-07","600066","4","2"
"2018-04-02","642469","4","1"
"2018-04-06","746539","2","1"
"2018-04-07","666907","2","1"
"2018-04-01","607502","3","1"
"2018-04-02","709076","3","1"
"2018-04-01","717202","2","2"
"2018-04-01","727119","4","1"
"2018-04-01","729672","0","1"
"2018-04-01","669593","2","1"
"2018-04-02","731898","3","1"
"2018-04-04","708503","1","1"
"2018-04-05","717072","1","1"
"2018-04-06","752521","1","1"
"2018-04-06","729234","4","1"
"2018-04-06","706214","4","1"
"2018-04-06","738314","3","1"
"2018-04-07","705489","4","1"
"2018-04-07","721941","3","2"
"2018-04-07","672882","0","1"
"2018-04-07","742445","1","1"
"2018-04-07","730974","3","1"
"2018-04-07","689159","4","1"
"2018-04-07","730479","4","1"
"2018-04-03","715506","3","1"
"2018-04-01","605911","1","1"
"2018-04-02","717753","3","1"
"2018-04-03","615732","0","1"
"2018-04-02","674451","2","1"
"2018-04-04","727245","0","1"
"2018-04-02","736750","3","1"
"2018-04-06","703085","3","1"
"2018-04-03","599694","3","1"
"2018-04-03","650094","3","1"
"2018-04-01","627227","1","1"
"2018-04-01","716466","0","1"
"2018-04-01","722274","0","4"
"2018-04-01","678664","1","2"
"2018-04-01","744802","4","4"
"2018-04-01","733641","4","1"
"2018-04-01","653803","3","4"
"2018-04-01","736821","1","3"
"2018-04-01","742423","2","2"
"2018-04-01","633214","0","1"
"2018-04-01","688198","4","6"
"2018-04-02","746554","3","3"
"2018-04-02","654606","2","1"
"2018-04-02","727468","3","1"
"2018-04-03","718879","2","3"
"2018-04-03","708347","4","1"
"2018-04-03","721202","3","2"
"2018-04-03","670464","3","2"
"2018-04-03","708469","0","1"
"2018-04-04","719378","1","1"
"2018-04-04","749852","1","2"
"2018-04-04","709886","4","3"
"2018-04-04","611907","0","1"
"2018-04-04","731467","0","3"
"2018-04-04","622370","4","1"
"2018-04-05","722215","4","3"
"2018-04-05","707454","0","3"
"2018-04-05","739032","4","1"
"2018-04-06","704947","4","4"
"2018-04-06","709531","0","2"
"2018-04-06","707671","0","2"
"2018-04-06","724826","1","2"
"2018-04-06","722730","2","1"
"2018-04-07","635672","3","2"
"2018-04-07","665437","3","2"
"2018-04-07","725179","4","2"
"2018-04-07","692064","1","5"
"2018-04-07","694218","4","1"
"2018-04-07","727999","1","3"
"2018-04-07","695386","4","2"
"2018-04-07","615329","1","3"
"2018-04-07","736750","1","3"
"2018-04-07","686244","2","1"
"2018-04-07","731797","2","1"
"2018-04-07","732933","2","4"
"2018-04-07","744303","0","1"
"2018-04-01","743164","1","3"
"2018-04-02","721874","2","3"
"2018-04-06","630815","1","1"
"2018-04-07","658455","1","1"
"2018-04-05","747498","0","4"
"2018-04-03","727205","2","4"
"2018-04-05","604474","0","1"
"2018-04-01","742589","3","3"
"2018-04-05","715055","1","4"
"2018-04-03","625713","3","1"
"2018-04-06","682536","2","4"
"2018-04-04","743165","1","2"
"2018-04-04","743311","1","2"
"2018-04-07","731116","2","1"
"2018-04-01","706426","2","1"
"2018-04-01","731863","4","3"
"2018-04-02","745995","1","1"
"2018-04-02","729135","4","1"
"2018-04-02","610959","0","1"
"2018-04-03","612258","3","5"
"2018-04-05","739243","0","2"
"2018-04-05","733573","2","4"
"2018-04-06","734835","2","3"
"2018-04-06","615732","3","2"
"2018-04-06","744349","3","1"
"2018-04-06","745096","0","1"
"2018-04-07","605911","0","2"
"2018-04-07","731359","0","3"
"2018-04-07","749981","4","1"
"2018-04-03","746847","2","1"
"2018-04-03","733504","4","4"
"2018-04-03","734904","4","2"
"2018-04-01","729235","4","2"
"2018-04-04","717175","4","1"
"2018-04-04","751736","1","1"
"2018-04-04","614445","4","2"
"2018-04-02","672431","0","1"
"2018-04-04","721450","4","1"
"2018-04-05","715623","3","1"
"2018-04-02","733146","2","1"
"2018-04-01","711898","0","1"
"2018-04-01","743311","3","4"
"2018-04-01","727212","2","1"
"2018-04-01","684042","0","2"
"2018-04-01","633406","2","1"
"2018-04-01","653588","1","1"
"2018-04-02","626764","1","1"
"2018-04-02","715863","3","2"
"2018-04-03","742898","2","1"
"2018-04-03","679061","0","1"
"2018-04-03","708856","0","1"
"2018-04-01","744303","3","1"
"2018-04-04","681288","1","1"
"2018-04-04","646276","3","1"
"2018-04-05","743291","2","3"
"2018-04-05","614599","2","1"
"2018-04-04","715580","2","3"
"2018-04-05","731429","2","1"
"2018-04-05","713863","1","1"
"2018-04-04","733858","0","2"
"2018-04-04","741647","4","1"
"2018-04-04","655571","4","1"
"2018-04-05","708454","2","1"
"2018-04-06","715820","0","1"
"2018-04-06","697851","0","1"
"2018-04-06","729003","1","2"
"2018-04-05","727140","4","1"
"2018-04-05","727974","4","1"
"2018-04-06","718599","1","1"
"2018-04-05","713069","3","1"
"2018-04-07","685755","1","2"
"2018-04-05","712405","1","1"
"2018-04-05","742829","4","1"
"2018-04-07","692490","0","3"
"2018-04-07","678664","1","1"
"2018-04-07","621003","4","1"
"2018-04-07","705894","2","1"
"2018-04-07","733875","0","2"
"2018-04-07","705288","3","1"
"2018-04-07","721616","0","1"
"2018-04-07","691185","4","1"
"2018-04-07","688620","4","1"
"2018-04-02","678772","2","1"
"2018-04-07","618094","2","1"
"2018-04-03","742399","4","1"
"2018-04-03","669593","2","1"
"2018-04-02","718182","3","1"
"2018-04-07","742293","2","1"
"2018-04-01","731785","4","1"
"2018-04-07","690540","1","2"
"2018-04-02","734592","1","1"
"2018-04-02","741373","3","1"
"2018-04-05","618553","3","1"
"2018-04-03","692840","0","1"
"2018-04-02","746320","4","1"
"2018-04-05","733051","4","1"
"2018-04-02","679253","1","1"
"2018-04-03","612648","3","1"
"2018-04-04","737925","3","1"
"2018-04-04","740848","4","1"
"2018-04-07","745161","2","1"
"2018-04-07","739215","2","1"
"2018-04-03","726510","0","1"
"2018-04-01","729615","2","2"
"2018-04-01","738085","1","4"
"2018-04-01","744956","2","4"
"2018-04-01","737402","0","1"
"2018-04-01","733641","0","7"
"2018-04-01","637941","0","7"
"2018-04-01","724826","0","1"
"2018-04-02","708379","0","2"
"2018-04-02","736729","3","2"
"2018-04-03","720151","2","1"
"2018-04-03","729577","4","1"
"2018-04-04","726226","3","1"
"2018-04-04","743743","4","2"
"2018-04-05","690540","1","4"
"2018-04-05","732770","3","1"
"2018-04-05","700715","2","1"
"2018-04-05","730100","1","2"
"2018-04-05","720668","0","3"
"2018-04-05","657719","2","1"
"2018-04-06","615292","4","6"
"2018-04-06","739680","2","1"
"2018-04-06","734885","0","2"
"2018-04-07","725092","1","5"
"2018-04-07","750279","2","2"
"2018-04-07","633399","4","2"
"2018-04-07","737375","0","4"
"2018-04-07","728282","1","1"
"2018-04-07","685308","2","3"
"2018-04-07","721666","1","1"
"2018-04-07","706217","4","2"
"2018-04-07","610692","1","1"
"2018-04-03","734364","0","1"
"2018-04-05","730689","4","2"
"2018-04-07","741858","4","3"
"2018-04-02","689222","3","1"
"2018-04-05","735076","1","1"
"2018-04-06","742686","0","3"
"2018-04-05","650290","4","1"
"2018-04-02","749410","0","2"
"2018-04-03","743606","1","1"
"2018-04-04","633400","0","3"
"2018-04-01","729626","0","7"
"2018-04-03","691536","4","3"
"2018-04-02","729357","2","3"
"2018-04-01","608542","0","4"
"2018-04-01","747882","3","2"
"2018-04-01","702098","0","3"
"2018-04-01","613253","2","2"
"2018-04-02","681289","1","4"
"2018-04-02","702098","1","5"
"2018-04-02","642747","3","1"
"2018-04-02","731940","3","1"
"2018-04-02","729612","0","2"
"2018-04-03","698777","3","1"
"2018-04-03","644976","1","2"
"2018-04-03","734366","1","1"
"2018-04-03","730522","4","2"
"2018-04-03","690613","3","1"
"2018-04-03","658474","2","1"
"2018-04-04","745410","1","1"
"2018-04-04","726669","3","1"
"2018-04-04","710367","0","1"
"2018-04-04","743201","1","1"
"2018-04-05","743165","2","1"
"2018-04-05","743549","1","2"
"2018-04-05","700714","4","5"
"2018-04-05","733504","1","4"
"2018-04-05","741837","4","1"
"2018-04-05","682331","1","1"
"2018-04-05","648441","0","1"
"2018-04-06","703277","4","2"
"2018-04-06","725989","2","1"
"2018-04-06","608667","2","1"
"2018-04-01","731429","4","1"
"2018-04-06","578369","1","1"
"2018-04-01","743130","2","4"
"2018-04-07","631397","1","2"
"2018-04-07","710536","3","3"
"2018-04-07","697885","3","1"
"2018-04-07","633255","3","2"
"2018-04-07","729582","2","2"
"2018-04-01","744303","4","3"
"2018-04-07","729856","0","2"
"2018-04-07","610111","4","2"
"2018-04-02","616575","0","1"
"2018-04-07","615044","1","9"
"2018-04-07","738214","1","1"
"2018-04-02","739750","0","1"
"2018-04-02","738974","2","1"
"2018-04-07","746107","1","1"
"2018-04-07","748271","0","4"
"2018-04-07","744033","1","2"
"2018-04-02","692443","0","2"
"2018-04-03","733348","1","1"
"2018-04-06","674274","2","1"
"2018-04-07","713738","0","3"
"2018-04-03","726242","3","2"
"2018-04-02","637838","4","1"
"2018-04-02","730733","0","1"
"2018-04-02","677843","4","1"
"2018-04-03","731957","2","1"
"2018-04-07","581455","4","1"
"2018-04-01","702098","1","1"
"2018-04-03","716195","0","2"
"2018-04-03","695570","3","1"
"2018-04-04","707127","4","1"
"2018-04-06","732895","1","2"
"2018-04-04","750147","0","1"
"2018-04-04","608634","4","1"
"2018-04-05","716466","4","1"
"2018-04-01","724506","0","1"
"2018-04-04","708503","2","1"
"2018-04-05","594320","3","1"
"2018-04-05","650840","0","1"
"2018-04-05","615731","1","1"
"2018-04-05","740013","1","2"
"2018-04-05","701701","4","3"
"2018-04-05","722964","3","2"
"2018-04-05","727245","1","1"
"2018-04-06","729907","0","1"
"2018-04-05","740013","0","2"
"2018-04-05","592176","0","1"
"2018-04-05","730400","1","1"
"2018-04-03","748227","0","1"
"2018-04-06","706846","4","1"
"2018-04-05","597157","3","2"
"2018-04-05","644861","1","2"
"2018-04-07","715077","2","1"
"2018-04-05","741647","4","2"
"2018-04-05","587842","0","2"
"2018-04-03","681026","3","1"
"2018-04-06","742964","1","1"
"2018-04-07","728265","2","4"
"2018-04-06","610111","3","1"
"2018-04-06","740848","4","1"
"2018-04-07","739498","2","2"
"2018-04-07","735066","0","1"
"2018-04-07","729691","4","1"
"2018-04-01","725989","2","2"
"2018-04-05","670633","0","1"
"2018-04-02","718182","0","2"
"2018-04-04","721382","4","1"
"2018-04-07","575951","0","1"
"2018-04-04","715155","0","1"
"2018-04-01","693407","3","1"
"2018-04-01","634635","3","1"
"2018-04-01","648465","4","1"
"2018-04-01","608327","0","1"
"2018-04-02","615738","2","2"
"2018-04-02","716226","1","1"
"2018-04-02","688327","1","1"
"2018-04-02","602981","4","1"
"2018-04-03","722575","1","1"
"2018-04-03","731527","3","1"
"2018-04-03","743771","3","1"
"2018-04-04","737423","0","1"
"2018-04-04","616597","0","1"
"2018-04-04","703196","4","1"
"2018-04-05","622808","1","1"
"2018-04-06","753688","3","1"
"2018-04-06","712511","0","1"
"2018-04-06","567009","4","1"
"2018-04-07","738126","4","1"
"2018-04-07","744068","4","2"
"2018-04-07","700130","0","1"
"2018-04-03","726495","0","1"
"2018-04-01","748480","3","1"
"2018-04-01","669611","4","3"
"2018-04-01","718795","2","5"
"2018-04-01","684025","2","2"
"2018-04-01","752255","4","3"
"2018-04-01","643352","0","3"
"2018-04-01","742805","0","1"
"2018-04-01","727701","4","9"
"2018-04-01","728527","4","1"
"2018-04-01","732426","4","1"
"2018-04-02","737335","0","3"
"2018-04-02","746741","3","2"
"2018-04-02","741010","4","1"
"2018-04-02","681353","0","2"
"2018-04-03","634131","4","3"
"2018-04-03","645962","0","3"
"2018-04-03","696916","4","2"
"2018-04-03","737840","2","1"
"2018-04-04","672877","2","2"
"2018-04-04","750147","4","1"
"2018-04-04","627682","3","1"
"2018-04-04","739474","0","2"
"2018-04-05","733542","0","3"
"2018-04-06","738308","3","3"
"2018-04-06","726655","0","3"
"2018-04-06","727941","2","1"
"2018-04-06","705483","0","2"
"2018-04-06","729020","1","3"
"2018-04-07","696918","1","4"
"2018-04-07","734947","0","4"
"2018-04-07","744608","2","2"
"2018-04-07","733594","0","6"
"2018-04-07","687017","2","3"
"2018-04-07","701415","3","4"
"2018-04-02","713910","3","1"
"2018-04-01","735505","3","3"
"2018-04-01","610124","4","1"
"2018-04-07","731863","4","1"
"2018-04-06","598136","0","1"
"2018-04-03","734362","0","5"
"2018-04-01","734885","3","1"
"2018-04-07","739032","1","2"
"2018-04-04","744627","1","5"
"2018-04-05","682033","0","2"
"2018-04-04","629889","0","1"
"2018-04-03","726170","2","1"
"2018-04-03","692477","0","3"
"2018-04-01","575522","2","2"
"2018-04-01","608327","4","1"
"2018-04-01","616575","4","4"
"2018-04-01","691942","3","3"
"2018-04-01","705490","2","1"
"2018-04-01","744338","2","1"
"2018-04-01","721691","0","1"
"2018-04-01","604556","0","3"
"2018-04-01","703277","1","1"
"2018-04-01","719572","2","2"
"2018-04-02","609401","4","1"
"2018-04-02","730720","1","1"
"2018-04-01","636687","4","1"
"2018-04-02","36235","2","1"
"2018-04-01","688550","4","1"
"2018-04-02","712853","2","2"
"2018-04-03","730977","1","9"
"2018-04-01","739344","2","1"
"2018-04-01","694468","3","1"
"2018-04-02","712594","2","2"
"2018-04-03","718803","2","3"
"2018-04-03","732933","4","2"
"2018-04-02","730538","3","1"
