,default,student,balance,income
5636,No,No,903.4591316,33640.09968
5637,No,No,1163.083904,45488.75056
5638,No,No,1217.210527,33865.05058
5639,No,Yes,740.2286772,23469.3875
5640,No,No,1259.450524,28881.72525
5641,No,No,501.391686,42856.19
5642,No,No,808.6118886,48650.43388
5643,No,No,413.8882716,53142.0239
5644,No,Yes,666.4982302,11951.89879
5645,No,Yes,412.1607883,17679.52177
5646,No,Yes,372.6524955,22308.04128
5647,No,No,1235.076654,48687.55716
5648,No,No,853.2462216,41581.19534
5649,No,No,1911.668517,52802.08882
5650,No,No,357.9694607,57012.55088
5651,No,Yes,698.1579817,19582.81616
5652,No,No,918.4610912,32468.45074
5653,Yes,No,1741.914915,35067.42512
5654,No,No,577.4934767,39015.41684
5655,No,Yes,1415.681994,21856.32093
5656,No,Yes,1524.486833,15845.87125
5657,No,Yes,1171.441401,19213.38573
5658,No,Yes,396.8014841,26061.76425
5659,No,No,1236.158124,19682.7109
5660,No,No,1053.405495,52921.85379
5661,No,No,1207.040625,42171.98897
5662,No,No,528.9619452,27065.70528
5663,No,No,662.703255,48652.16994
5664,No,No,517.2285076,40248.58607
5665,No,No,938.8460043,40914.22823
5666,Yes,No,1823.636559,44260.15637
5667,No,No,638.7219872,48085.70791
5668,No,No,929.0226144,23889.68006
5669,No,Yes,282.2487063,19809.09867
5670,No,Yes,1429.609328,14827.89454
5671,No,Yes,672.3581632,24495.03762
5672,No,No,752.4667639,39896.10937
5673,No,No,471.346127,30337.14118
5674,No,No,270.5857589,44958.63127
5675,Yes,No,2075.327892,43817.49942
5676,No,No,96.80389905,31371.72608
5677,No,Yes,568.294951,13286.3505
5678,No,Yes,990.8805619,21164.66399
5679,No,No,284.5609721,45542.1738
5680,No,No,983.8373408,28980.10202
5681,No,No,924.4373405,40987.48615
5682,No,No,857.1531969,31252.65135
5683,No,No,195.0223352,44222.97874
5684,No,No,1046.008996,45573.38377
5685,No,Yes,933.3504051,15557.63256
5686,No,No,0,43646.91172
5687,No,No,691.8920905,32512.19539
5688,No,Yes,1097.969621,16275.68364
5689,No,No,0,45374.99718
5690,No,Yes,402.909163,22752.32695
5691,No,No,1230.903161,44303.198
5692,No,No,959.4820389,31357.44633
5693,No,No,630.2291255,46713.63044
5694,No,Yes,1353.49303,16727.66372
5695,No,Yes,603.57519,15477.35388
5696,No,No,830.2500906,35377.85706
5697,No,No,858.1799645,30892.7358
5698,No,No,380.1735083,37395.71893
5699,No,Yes,1005.811733,12112.65742
5700,No,No,1027.825307,33089.46729
5701,No,No,456.003327,29898.00506
5702,No,No,1043.09783,30516.2627
5703,No,No,586.9688854,50317.65289
5704,No,No,271.9422082,27790.06928
5705,No,No,419.7290517,37444.53606
5706,No,Yes,597.1123802,12660.81457
5707,No,No,342.9573696,43688.53486
5708,No,No,728.2789548,30028.18011
5709,No,Yes,513.8367632,9879.115221
5710,No,No,795.9586091,22570.4834
5711,No,No,1.976691657,51672.36067
5712,No,No,1355.64122,36671.65987
5713,No,Yes,319.2626761,24881.38566
5714,No,No,1719.169241,57866.05876
5715,No,Yes,1191.085574,20895.40819
5716,No,No,984.4391631,25294.86799
5717,No,No,947.7959041,45284.20595
5718,No,No,949.0387135,47760.40017
5719,No,Yes,219.7286195,18401.98242
5720,No,No,1465.743931,25521.26989
5721,No,Yes,645.3388269,20122.20229
5722,No,Yes,856.5644805,23199.97702
5723,No,Yes,912.8325373,19467.97931
5724,No,Yes,774.3476913,15147.40509
5725,No,Yes,1376.340022,17101.42779
5726,No,No,699.6803861,50267.84987
5727,No,Yes,903.4586502,17254.9607
5728,No,Yes,1150.547186,23705.95342
5729,No,No,751.338737,42736.4281
5730,No,No,556.077321,25371.21377
5731,No,No,751.3922405,29875.04689
5732,No,No,425.9869196,39772.75241
5733,No,No,297.6808143,26586.53383
5734,No,No,507.2462937,46106.23331
5735,No,No,865.6970038,33541.04638
5736,No,Yes,1265.527377,14672.25618
5737,No,No,564.4113065,39643.53629
5738,No,No,621.0412193,50804.67531
5739,No,No,1205.59069,25920.86062
5740,No,No,1943.9323,24193.60895
5741,No,No,415.2887519,35790.13089
5742,No,Yes,1169.420444,19879.24817
5743,No,No,685.636884,49260.62537
5744,No,No,781.9190194,54925.50779
5745,No,No,651.3743295,44648.69641
5746,No,No,490.2510328,49222.49138
5747,No,No,976.2895424,35909.43829
5748,No,No,1476.838123,41154.88175
5749,No,No,752.9482339,62329.12133
5750,No,No,511.605907,29914.17626
5751,No,Yes,1384.372132,21059.60487
5752,No,Yes,1031.670446,22440.62198
5753,No,Yes,1491.507493,23636.16481
5754,No,No,672.2363541,46336.05827
5755,No,Yes,644.413564,23319.64913
5756,No,No,539.5934291,9950.229447
5757,No,Yes,0,17648.35555
5758,No,No,919.8126372,44316.35833
5759,No,No,1249.872794,50418.04452
5760,No,No,539.8053161,35924.61001
5761,No,No,1162.11326,49255.14433
5762,No,No,944.4502979,47463.33358
5763,No,No,0,29675.04039
5764,No,Yes,1440.528795,20882.01732
5765,No,Yes,1558.471919,17470.4767
5766,No,No,854.1406227,52239.80024
5767,No,No,468.5494575,53273.91902
5768,No,No,902.4974099,56947.86374
5769,No,No,897.2856085,66547.91535
5770,No,Yes,422.1894101,14366.56905
5771,No,No,194.5759668,44543.781
5772,No,Yes,487.5114038,17713.58867
5773,No,No,1558.860467,42112.3133
5774,No,No,630.0289508,43547.54217
5775,No,No,1056.65463,30711.86121
5776,No,No,1712.470037,40395.34637
5777,No,No,25.60294273,35464.24798
5778,No,No,1384.850571,40131.49389
5779,No,No,961.365709,42619.07773
5780,No,No,229.214974,68145.13373
5781,No,No,778.791565,53219.52735
5782,No,No,653.4362222,41440.92856
5783,Yes,No,961.4888501,27717.615
5784,No,No,1084.457564,33080.96538
5785,No,Yes,869.6677558,20285.25178
5786,No,No,818.334937,27390.83691
5787,No,No,416.8611818,39672.5173
5788,No,No,250.8352449,58139.02159
5789,No,No,0,48411.0769
5790,No,Yes,481.5883754,19623.46054
5791,No,Yes,1506.911513,23375.64593
5792,No,No,1100.008931,34358.07468
5793,No,No,220.6667528,64467.7334
5794,No,Yes,789.2835878,20370.17371
5795,No,No,41.35917584,47351.83354
5796,No,No,382.9626972,43645.94779
5797,No,No,567.9170514,28875.52181
5798,No,No,244.5090864,33751.24507
5799,No,Yes,815.341565,26064.36562
5800,No,No,529.0726813,43914.67143
5801,No,No,736.4185577,48660.15108
5802,No,Yes,0,17744.92997
5803,No,Yes,1260.341165,11696.67776
5804,No,Yes,708.213553,12092.31447
5805,No,Yes,99.99761123,4376.810337
5806,No,No,1143.30818,48630.03384
5807,No,Yes,892.3838609,17841.5227
5808,No,No,1250.047245,50883.71442
5809,No,No,415.6553667,43389.66075
5810,No,Yes,1058.867384,16059.83275
5811,No,No,857.6996646,43162.67365
5812,No,No,1429.767205,37255.9111
5813,No,Yes,322.266857,19231.93909
5814,No,No,572.1867296,35926.37624
5815,No,No,1438.758473,24061.6476
5816,No,Yes,1742.886938,20344.42801
5817,No,No,325.2675938,39431.53541
5818,No,No,1091.418551,43091.15686
5819,No,No,1252.409529,53237.10354
5820,No,No,607.4312695,34541.302
5821,Yes,No,1258.764794,26331.3724
5822,No,No,1026.702707,33915.04884
5823,No,Yes,590.5662326,9143.396433
5824,No,Yes,1218.170346,18918.37715
5825,No,No,260.6188019,42125.14867
5826,No,Yes,1498.070591,13274.63056
5827,No,No,909.9468758,53430.89543
5828,No,Yes,1167.110583,18676.56977
5829,No,No,923.6855831,38403.01062
5830,No,Yes,1275.197078,15793.90917
5831,No,No,709.2575197,23249.93691
5832,No,No,682.9880122,41679.75979
5833,No,No,1355.961899,25208.04886
5834,No,Yes,1815.889294,15490.02827
5835,No,No,698.2917247,43876.16188
5836,No,No,189.1298582,28827.21309
5837,No,No,1418.70284,35619.96673
5838,No,No,670.4225823,53666.19234
5839,No,No,206.0163452,38550.37667
5840,No,No,1616.962125,47504.6645
5841,No,No,995.5295997,24126.61036
5842,No,No,591.0368363,30834.71179
5843,No,No,1294.903234,52338.22146
5844,No,Yes,1259.372813,22361.05474
5845,No,Yes,1313.35267,17437.61583
5846,No,No,0,24461.85446
5847,No,Yes,769.4791217,27515.57093
5848,No,Yes,571.5771218,15325.0791
5849,No,No,756.0879108,49163.2233
5850,No,No,183.4286922,39020.22886
5851,No,No,1054.805589,52290.34067
5852,No,No,1386.207726,44536.4873
5853,No,No,596.1879849,45929.44918
5854,No,Yes,1029.916975,16691.80329
5855,No,No,417.5384554,31730.8666
5856,No,No,1218.421391,40449.31171
5857,No,No,210.7807881,46326.76112
5858,Yes,No,1178.158858,44437.20214
5859,No,No,997.6251137,30670.94715
5860,No,No,637.902181,48425.72265
5861,No,No,0,54245.1198
5862,No,No,350.051852,48411.98668
5863,No,No,1517.918958,49400.17084
5864,No,No,190.6411053,31463.41998
5865,No,No,971.5836736,41278.41903
5866,No,Yes,925.3906782,16427.57101
5867,No,No,1637.839922,34107.08056
5868,No,No,224.5924725,27246.0453
5869,No,No,255.117031,55980.07404
5870,No,No,1201.016548,41585.83205
5871,No,No,1075.570111,51370.2097
5872,No,No,438.4202406,29899.82216
5873,No,Yes,1246.437178,15756.71825
5874,No,Yes,1655.11286,17269.79891
5875,No,No,1063.816802,38457.24929
5876,No,No,1626.563799,43592.8405
5877,No,No,409.40402,48746.43435
5878,No,No,1018.673018,38421.81091
5879,No,Yes,1090.891882,20421.95772
5880,No,No,324.885414,36555.39975
5881,No,Yes,1085.152966,20054.8985
5882,No,Yes,869.772061,18724.40368
5883,No,Yes,608.8406483,24523.8541
5884,No,Yes,1042.972565,9595.587571
5885,No,Yes,1276.667762,19073.10852
5886,No,No,928.0940903,55894.66202
5887,No,No,1592.763904,35084.09317
5888,No,No,0,39653.92321
5889,No,No,340.999798,48058.38318
5890,No,No,81.53186513,40847.81131
5891,Yes,Yes,2145.607674,23516.19134
5892,No,No,654.4160098,47244.70418
5893,No,Yes,1155.780577,15146.89646
5894,No,No,1745.313528,49090.12856
5895,No,No,534.7848919,46138.43179
5896,No,No,584.8374117,39553.1715
5897,No,No,1365.556851,38511.3198
5898,No,Yes,946.3671498,12532.65752
5899,No,No,263.190295,34112.47197
5900,No,Yes,1090.925059,18935.81822
5901,No,No,835.189928,44678.83175
5902,No,No,1265.535986,35133.21729
5903,No,No,357.5066215,66404.68311
5904,No,Yes,564.0054409,16502.33737
5905,No,No,817.9277097,59431.83918
5906,No,No,1366.278621,41192.46265
5907,No,No,836.3431371,34559.1584
5908,No,No,0,27367.78266
5909,No,Yes,780.2279181,25228.71073
5910,No,No,995.8773192,52860.58494
5911,No,No,0,22827.18449
5912,No,No,554.3445863,31028.9242
5913,No,No,1204.578841,39583.12053
5914,No,No,1053.375879,39612.67194
5915,No,No,821.498847,39318.48939
5916,No,Yes,470.9123472,24074.36465
5917,No,Yes,1534.853735,21678.35097
5918,No,No,1177.976867,50811.75946
5919,No,Yes,1151.899517,15097.51233
5920,No,Yes,906.4390691,24662.29072
5921,No,Yes,1513.542437,13246.37528
5922,No,No,740.8851866,34196.06746
5923,No,No,1176.414512,57318.70197
5924,No,No,208.2950791,37295.80198
5925,No,Yes,375.3063048,19342.15809
5926,No,Yes,953.1305453,18057.78649
5927,No,No,280.9559003,37690.03348
5928,No,No,399.1294716,38004.10498
5929,No,No,1229.858122,58399.49667
5930,No,No,1740.864107,46458.60612
5931,No,Yes,795.1395535,24606.15429
5932,No,No,584.8167761,47449.62424
5933,No,No,1140.748209,39017.07762
5934,No,No,1202.316722,49914.52204
5935,No,Yes,476.7204658,10516.86972
5936,No,No,1059.872271,38698.67273
5937,No,No,1367.108606,36427.42974
5938,No,Yes,1604.777659,23999.76034
5939,No,Yes,1055.682537,25109.50847
5940,No,No,367.6116872,44046.01751
5941,No,Yes,0,18032.07378
5942,No,No,543.8057414,31512.61059
5943,No,No,192.6274629,38042.01839
5944,No,No,1184.839953,34527.6868
5945,No,Yes,1510.777233,19491.69407
5946,No,No,801.6399094,37441.79212
5947,No,No,631.0308358,44525.88999
5948,No,No,279.1168757,30144.4325
5949,No,No,674.0325619,54832.66573
5950,No,Yes,957.6302042,15018.91365
5951,No,No,274.4242206,31292.62745
5952,No,No,1044.449897,43374.0041
5953,No,No,319.807607,45202.6354
5954,No,Yes,429.222463,19442.02909
5955,No,No,835.5850236,41032.37131
5956,No,No,2.788920349,54838.80551
5957,No,Yes,867.4416448,16396.68236
5958,No,Yes,271.7309257,14215.09288
5959,No,No,404.1946521,41668.41958
5960,No,No,1572.811108,18218.47436
5961,No,No,730.6335593,42300.14687
5962,No,No,0,56610.2365
5963,No,No,1046.168559,46078.98231
5964,No,No,514.8717738,50339.1918
5965,No,Yes,1181.586009,22142.05215
5966,No,No,0,45235.29087
5967,No,No,272.2199278,47757.82441
5968,No,No,1175.125526,33284.20607
5969,No,No,812.8896264,48563.79976
5970,No,No,571.0415013,40389.44633
5971,No,Yes,1041.147351,12488.73193
5972,No,No,334.0194949,40916.03325
5973,No,No,1402.601194,37273.59307
5974,No,No,1569.870324,55938.76622
5975,No,Yes,1035.966107,30531.61311
5976,No,No,1376.113241,63073.44514
5977,No,Yes,668.642229,20240.95496
5978,No,No,0,36249.17499
5979,No,No,1112.655684,35159.21546
5980,No,No,718.5798774,12571.68936
5981,No,No,641.5503677,45574.49958
5982,Yes,Yes,2125.792202,19539.14861
5983,No,Yes,814.3541028,17973.50916
5984,No,No,904.0336286,18898.31133
5985,No,No,795.4973264,25336.32685
5986,No,Yes,1753.598144,21130.91859
5987,No,No,284.3956974,60840.80984
5988,No,Yes,1300.889693,14156.64567
5989,No,No,1237.843391,31880.17559
5990,No,No,563.4665954,31151.18709
5991,No,Yes,6.727869735,21695.70276
5992,No,No,661.5281862,58519.85979
5993,No,No,630.7148446,53546.5706
5994,No,No,721.1416861,40458.95421
5995,No,Yes,360.0091602,18487.43325
5996,No,No,751.0309852,45581.71886
5997,No,No,572.4682971,52797.42938
5998,No,Yes,242.4629888,23413.35959
5999,No,No,199.4547896,57455.21016
6000,No,No,477.5668171,16978.27113
6001,No,Yes,1184.725034,19797.77015
6002,No,Yes,604.7587402,19369.34923
6003,No,No,384.3310694,34232.06923
6004,No,No,1399.573561,23577.76451
6005,No,No,328.7781476,48626.35674
6006,No,No,271.0598661,30465.30757
6007,No,Yes,145.0021215,19927.0921
6008,No,Yes,344.1541116,20439.68811
6009,No,No,985.7527395,22829.58798
6010,No,Yes,1002.41925,17797.34371
6011,No,Yes,1004.844323,20249.20743
6012,No,No,483.4158516,53873.51265
6013,No,No,1034.601162,41252.72833
6014,No,Yes,854.6262002,16322.72259
6015,No,No,796.8367297,29397.88409
6016,No,No,535.6968565,55828.08177
6017,No,Yes,1070.639261,14833.02918
6018,No,No,0,30524.75601
6019,No,No,1333.901206,23261.84654
6020,Yes,No,1114.832181,39776.99896
6021,No,Yes,793.2480916,24314.68239
6022,No,No,433.93529,26888.08734
6023,No,Yes,1004.273646,17069.52357
6024,No,Yes,1112.701189,20901.21374
6025,No,No,298.7751394,33255.83885
6026,No,No,796.8463462,20078.78923
6027,No,Yes,969.3971625,17686.562
6028,No,No,1075.118346,47566.78403
6029,No,Yes,0,16451.94239
6030,No,Yes,44.65556623,26346.81193
6031,No,Yes,1000.740586,14689.49468
6032,No,No,1311.999313,26377.97395
6033,Yes,Yes,2086.536165,17893.72137
6034,No,No,697.0468594,38743.09318
6035,No,No,1240.66425,30938.53745
6036,No,Yes,726.7641457,16079.63675
6037,No,No,633.5041872,40571.76652
6038,No,Yes,386.156432,22527.64722
6039,No,No,0,34701.19596
6040,No,No,808.5935854,41222.35167
6041,No,No,1384.392454,35499.52693
6042,No,No,713.067544,44413.75139
6043,No,No,590.6765328,26673.8476
6044,No,No,294.8446533,41591.77996
6045,No,No,208.0077062,42399.52956
6046,No,No,220.4493279,33213.32492
6047,No,No,773.172691,49308.16489
6048,No,No,1248.477058,37204.07352
6049,No,No,634.1866103,32255.98924
6050,No,No,678.1868937,55542.96963
6051,No,No,1252.621497,27295.51793
6052,No,Yes,1297.265043,16864.43489
6053,No,No,0,38870.4968
6054,No,No,1190.761292,27257.12253
6055,No,No,196.515562,44226.63177
6056,No,No,619.5592065,33476.66786
6057,No,No,438.6250849,41454.72128
6058,No,No,676.0988601,38571.41375
6059,No,No,589.914146,49945.38901
6060,No,No,1068.14635,27859.86445
6061,No,No,1210.416122,45113.16252
6062,No,Yes,390.3564738,9114.275289
6063,No,No,1505.707167,35786.32716
6064,No,No,490.0559754,35895.35391
6065,No,No,123.2860681,47467.95895
6066,No,No,563.2864112,51720.91153
6067,No,No,409.1603681,45055.89747
6068,No,Yes,781.6803963,21342.47871
6069,No,No,870.3027256,24263.12744
6070,No,No,509.1560111,47444.15145
6071,No,No,1056.662484,39255.76331
6072,No,No,394.9902144,41574.83351
6073,No,Yes,1592.004647,19982.29006
6074,No,No,0,49250.46411
6075,No,No,1276.403278,52215.13403
6076,Yes,No,2413.319449,38540.57271
6077,No,No,210.1232594,58413.10367
6078,Yes,No,2187.224846,42205.12305
6079,No,No,1159.841945,43385.01904
6080,No,No,1339.603177,46442.35377
6081,No,Yes,793.3474509,11495.39314
6082,No,Yes,163.5033913,17545.72664
6083,No,No,867.6294827,43091.93599
6084,No,Yes,1231.025804,13363.97805
6085,No,No,312.4154887,47118.99943
6086,No,Yes,758.4480112,20936.06864
6087,No,Yes,1035.823468,13959.42045
6088,No,No,763.7352796,44125.71873
6089,No,Yes,728.5435561,12475.46073
6090,No,No,1066.296558,42247.77855
6091,No,No,338.7252717,37017.10149
6092,No,No,264.9424906,39317.57391
6093,No,No,1167.325681,43337.13006
6094,No,No,553.7428862,39653.98309
6095,No,No,485.7928417,38281.31479
6096,No,No,485.9448148,46447.40528
6097,No,No,690.4383031,66807.9363
6098,Yes,No,1588.526206,38014.56885
6099,No,No,460.4301908,56002.2232
6100,No,No,275.660215,31259.9782
6101,No,No,336.9071196,41907.71615
6102,No,No,307.693119,42220.85392
6103,No,Yes,1431.077694,20576.77995
6104,No,Yes,787.6182494,11928.55523
6105,No,Yes,1660.404013,18861.15466
6106,No,No,0,41482.70163
6107,No,No,1744.935803,43978.11235
6108,No,Yes,758.3096627,12662.126
6109,No,No,1173.462466,48396.50483
6110,No,No,1335.541418,53354.84921
6111,No,Yes,1434.849164,17459.03127
6112,No,No,591.066666,43869.3159
6113,No,No,862.7765105,49444.78465
6114,No,Yes,1233.250011,16076.85426
6115,No,Yes,911.7867777,20928.39244
6116,No,No,0,43066.26756
6117,No,No,286.928184,50618.72261
6118,No,No,377.5344919,28045.59512
6119,No,No,811.7924885,36874.61863
6120,No,Yes,1856.605596,17845.33685
6121,No,No,607.8379922,33737.17549
6122,Yes,Yes,2182.348954,22037.85969
6123,No,Yes,1406.567671,23050.88827
6124,No,Yes,662.0906031,16310.79451
6125,No,No,777.0162482,52797.93905
6126,No,No,0,47236.97377
6127,No,Yes,769.7114996,11262.63855
6128,No,No,970.1847021,38784.45915
6129,No,No,537.9266975,45615.19566
6130,No,No,768.1548836,39701.93491
6131,No,No,1150.040923,19536.16037
6132,No,No,902.5572891,32765.38813
6133,No,No,442.8275798,42004.19673
6134,No,No,100.8668444,31389.45857
6135,No,Yes,904.0563158,23188.71514
6136,No,No,1396.263723,24379.07154
6137,No,No,1001.331745,47640.737
6138,Yes,No,1631.615617,38906.95641
6139,No,No,790.7405179,45900.29736
6140,No,No,1097.393094,46807.08168
6141,No,No,0,37598.86279
6142,No,Yes,1262.835385,12406.99895
6143,No,No,738.1929286,54491.14267
6144,No,No,655.2677484,28642.58257
6145,No,No,0,32944.99582
6146,No,No,638.5403332,20607.4593
6147,No,No,570.9308876,46840.72126
6148,No,No,1056.443662,31268.737
6149,No,No,1522.855155,35805.25597
6150,No,No,977.3215555,35296.28141
6151,No,No,743.5650136,28893.87601
6152,No,No,352.0332779,38259.22409
6153,No,No,318.2094608,48975.36743
6154,No,Yes,674.8509392,15798.1346
6155,No,No,268.9543495,55892.72711
6156,No,Yes,1023.205479,17694.9656
6157,No,No,718.1569168,42172.00521
6158,No,No,843.2908052,41692.42221
6159,No,No,866.729785,36452.72212
6160,No,No,449.949322,38987.02486
6161,No,No,459.101423,45043.6664
6162,No,Yes,760.2195299,17657.98551
6163,No,No,1160.827632,26022.95259
6164,No,No,1317.512987,49285.54547
6165,No,Yes,561.7818671,18470.28261
6166,No,Yes,176.5338346,15175.58604
6167,No,Yes,1059.236341,12601.47121
6168,No,No,526.7984896,28491.4805
6169,No,No,20.96450385,62862.75183
6170,No,No,528.9424635,42134.27063
6171,No,No,1561.53353,54594.84671
6172,No,No,963.7228112,47605.76859
6173,No,Yes,1227.365273,12128.14817
6174,No,No,1209.377359,35071.31662
6175,No,Yes,671.1758688,17564.95475
6176,No,No,275.6246467,35761.3165
6177,No,No,776.188873,34140.98039
6178,No,Yes,699.303115,19789.53066
6179,No,Yes,606.1251346,16957.64876
6180,No,Yes,1231.212923,20000.06255
6181,Yes,No,1408.438085,48012.91357
6182,No,No,338.4954707,34332.84324
6183,No,No,1380.48149,24856.64306
6184,No,No,1316.42181,45806.90151
6185,No,No,1046.182045,48752.13176
6186,No,Yes,904.684255,17281.11917
6187,No,No,1281.520648,37665.29394
6188,No,No,0,46597.49508
6189,No,Yes,501.1116447,22393.27308
6190,No,No,1085.95015,36532.71876
6191,No,No,351.9451074,48726.04767
6192,Yes,No,1803.170259,36192.63022
6193,No,No,666.622349,44931.93976
6194,No,No,154.703584,33162.19321
6195,No,No,360.0891792,44448.9158
6196,No,No,105.4410038,35291.46335
6197,No,No,492.4282925,25848.9885
6198,No,Yes,1232.422469,24093.29644
6199,No,No,1154.398529,20457.22078
6200,No,Yes,1113.326964,14579.65698
6201,No,Yes,699.6980374,22590.66798
6202,No,Yes,1001.785683,24771.72694
6203,No,Yes,1217.226947,16449.999
6204,No,No,1156.933998,45325.34097
6205,No,Yes,1637.450714,18766.85518
6206,No,No,824.2414326,53320.28294
6207,No,No,662.3428972,49885.01912
6208,No,No,617.6407642,37604.93356
6209,No,No,271.4519112,34863.1042
6210,No,Yes,688.1812417,18755.95323
6211,No,No,797.7091656,39677.69721
6212,No,No,464.4043311,53215.93158
6213,No,Yes,976.2022175,23191.7707
6214,No,No,1430.766147,45672.51997
6215,No,Yes,1208.144482,17721.29366
6216,No,No,0,41960.1745
6217,No,Yes,402.3587995,15256.48418
6218,No,Yes,824.5143779,15309.27621
6219,No,Yes,1060.878824,11041.3315
6220,No,No,310.4959193,47427.32909
6221,No,No,691.4184986,40232.65666
6222,No,No,23.15226669,42016.89909
6223,No,Yes,913.2761576,20446.203
6224,No,No,970.8164382,35835.35508
6225,No,No,1148.447538,39662.12241
6226,No,No,1638.687046,38441.15803
6227,No,Yes,0,19134.44475
6228,No,Yes,1448.950207,28273.83539
6229,No,Yes,1286.839756,17464.99353
6230,No,No,762.0735996,48268.59139
6231,No,No,977.5765275,51074.21274
6232,No,No,368.7680524,45647.29761
6233,No,No,267.9593388,46134.62266
6234,No,Yes,503.1563883,18728.29694
6235,No,No,0,48523.33555
6236,No,No,282.6028771,56118.3224
6237,No,No,748.0570433,47775.18082
6238,No,No,999.6540136,27564.68871
6239,No,No,494.660496,47035.75468
6240,No,No,1022.682388,22588.55547
6241,No,Yes,1135.217871,19062.59687
6242,No,No,707.8023303,40140.80045
6243,Yes,Yes,1954.321689,17137.47372
6244,No,Yes,1282.350409,7230.030471
6245,No,No,808.6169215,23519.67255
6246,No,Yes,1219.933751,21765.38212
6247,No,No,481.8804217,44137.0795
6248,No,No,409.4117491,53624.45775
6249,No,No,1157.277347,31369.49194
6250,Yes,No,1424.93289,27668.95224
6251,No,No,0,58825.61513
6252,No,No,687.0691307,34434.21823
6253,No,No,1435.662933,31507.08928
6254,No,No,188.544102,49697.23179
6255,No,No,1084.387499,34558.61578
6256,No,No,644.6185908,37452.06721
6257,No,No,1345.563131,38602.11298
6258,No,Yes,733.7194635,27165.47998
6259,No,Yes,744.1780148,20773.6274
6260,No,No,0,29542.0254
6261,No,Yes,1395.961882,23717.85111
6262,Yes,No,1920.242332,57242.98341
6263,No,No,538.4132679,40773.94146
6264,No,Yes,385.6982623,18352.43625
6265,No,Yes,1350.757577,19692.91878
6266,No,No,1567.763856,39201.24186
6267,No,No,753.6868883,42230.64777
6268,No,No,72.37195337,28717.94062
6269,No,Yes,675.0360244,21115.79312
6270,No,Yes,980.16435,13713.50223
6271,No,Yes,910.3836047,19163.80699
6272,No,Yes,1262.884299,14340.50794
6273,No,No,621.3127192,39372.07719
6274,No,No,643.4026386,50208.82372
6275,No,Yes,728.2592917,13438.98556
6276,No,No,459.2602277,59731.28878
6277,No,No,289.6166642,49066.83365
6278,No,Yes,784.7466141,11642.92229
6279,No,Yes,712.5947732,18441.02612
6280,No,No,1096.003601,52030.9726
6281,No,Yes,435.4855311,19899.75457
6282,No,No,688.0224701,29019.81789
6283,No,No,599.4283586,36654.64817
6284,No,No,68.75629448,45811.74294
6285,No,Yes,765.1369986,14290.26763
6286,No,No,1273.124571,57688.56805
6287,No,No,1078.621061,46060.08477
6288,No,No,1677.348956,44972.70986
6289,No,No,531.7561839,42365.07367
6290,No,Yes,631.1726124,11075.89406
6291,No,No,1081.478534,34072.64381
6292,No,No,368.5153456,60953.82479
6293,No,No,343.7269991,38054.5554
6294,No,No,1715.282689,60137.63368
6295,No,No,450.3355798,20080.10212
6296,No,No,740.5807734,20717.54444
6297,No,No,0,26237.47434
6298,No,No,475.8690387,35621.69112
6299,No,Yes,1383.745059,14633.98588
6300,No,Yes,406.4823849,22708.90108
6301,No,No,857.2615657,34406.61082
6302,No,Yes,1637.235201,16751.16975
6303,No,No,1094.315872,34854.34239
6304,No,No,1213.127074,47848.0479
6305,No,Yes,1074.746406,22729.30865
6306,No,Yes,1010.212633,13469.86665
6307,No,No,416.1282864,21960.62456
6308,No,Yes,675.8413465,17801.47436
6309,No,No,0,36338.8485
6310,No,No,867.3041732,29541.04315
6311,No,No,843.9073034,23956.51937
6312,No,No,766.43043,39078.797
6313,No,No,1286.537233,46337.12389
6314,No,No,1142.935154,34401.66711
6315,No,Yes,925.4112876,15120.33562
6316,No,Yes,1110.453823,14965.43739
6317,No,Yes,938.6059755,24392.10404
6318,No,No,321.0397429,37026.58716
6319,No,No,943.3876407,39415.59565
6320,No,No,511.5987702,54002.51166
6321,No,No,743.8495986,24303.46763
6322,No,No,1089.577061,46890.2154
6323,No,No,0,46275.36347
6324,No,No,0,31511.65746
6325,No,No,1282.321247,37437.71096
6326,No,No,1373.796792,36888.92841
6327,No,No,1228.3343,43577.66949
6328,No,No,1536.788312,34734.86388
6329,No,No,735.4704341,53312.53053
6330,No,Yes,1142.427605,26114.40315
6331,No,No,1490.715076,36417.40004
6332,No,No,880.0328325,60203.88156
6333,No,No,2.84301484,39923.8193
6334,Yes,Yes,2066.695603,10470.636
6335,Yes,No,2343.797513,51095.29393
6336,No,No,929.7454817,36071.52426
6337,No,Yes,764.6277907,26188.0695
6338,No,No,504.6044952,31870.01829
6339,No,No,685.2069414,40555.79988
6340,No,No,473.027458,43016.86073
6341,No,No,1302.553499,32235.05245
6342,No,No,435.0041342,30828.86039
6343,No,No,601.8385009,37697.37005
6344,No,No,456.7636577,50160.6337
6345,No,No,1065.042918,37747.10405
6346,No,No,1153.331896,37936.08708
6347,No,No,59.63300148,35709.73846
6348,No,Yes,1106.430674,16960.69412
6349,No,Yes,1106.453525,14840.93813
6350,No,Yes,385.430994,21619.66341
6351,No,No,0,45025.51165
6352,No,No,727.957482,53606.97314
6353,No,No,1028.777609,36276.08514
6354,No,Yes,1035.916689,10607.90614
6355,No,No,974.5977187,25316.85875
6356,No,No,772.8092199,39944.6072
6357,No,No,1014.973979,41993.64061
